NodeID,Type,X,Y,ReleaseTime,DueTime,Weight
C0,Customer,1.9924756240692034,1.1077429935229197,0.42,31.83,3.1
C1,Customer,0.7497912063828447,1.667226576701046,37.1,90.43,4.93
C2,Customer,0.8834022219326351,1.8664923714242312,27.03,57.84,4.77
C3,Customer,1.6719563005285984,0.793361319986691,13.85,58.56,3.73
C4,Customer,1.6263658117312918,0.8751129267681388,23.46,64.58,4.02
C5,Customer,1.2343627902203138,1.5393722471738247,118.18,195.46,4.76
C6,Customer,0.9476933159990821,1.7342736562379941,65.31,107.26,1.18
C7,Customer,1.2042956019265145,1.3560311583210582,109.72,161.49,2.12
C8,Customer,1.3313160153281431,1.3973349189205668,120.94,176.77,2.58
C9,Customer,1.6861168801542203,1.6355534819346682,156.36,242.86,3.6
C10,Customer,1.666358982380183,1.0329537291009048,125.72,178.34,3.68
C11,Customer,1.185168942611189,1.627590588644978,153.67,207.03,4.89
C12,Customer,0.61324743181759,1.8568416375307877,135.36,167.83,3.84
C13,Customer,1.2162499082817195,1.708498323467884,210.51,295.88,2.0
C14,Customer,1.342148334260416,1.6487422567542453,184.62,232.29,1.64
C15,Customer,1.800289666304961,1.0316373305864057,232.29,311.31,1.75
C16,Customer,0.6451914138506992,1.6280443709416024,261.38,346.69,2.09
C17,Customer,1.3259390090877852,1.3986713560736952,272.05,331.62,3.77
C18,Customer,1.3667878759539143,1.3972425016983507,253.13,317.17,2.62
C19,Customer,1.3162457569401917,0.7946972249101567,317.09,349.34,3.44
C20,Customer,1.4615278070437756,1.5603094684667225,308.69,368.55,4.94
C21,Customer,1.7285645629030042,1.650386606537355,314.26,388.68,2.47
C22,Customer,1.943610087551302,0.7221083951393037,407.9,447.09,3.03
C23,Customer,1.416708727289725,1.6715006503176224,373.21,446.59,4.24
C24,Customer,1.5856025681978856,1.0060602269864805,410.26,481.48,3.94
C25,Customer,1.874463823464144,1.5792747880128883,373.71,414.39,4.93
C26,Customer,1.5125649199466364,1.6003192730692346,412.96,454.47,2.12
C27,Customer,1.623528169102229,1.7434141593960222,425.05,464.91,4.59
C28,Customer,1.5349666023982942,1.2566290215281521,461.51,531.28,1.9
C29,Customer,1.3497641150672144,1.273914389375894,464.79,534.42,4.4
C30,Customer,1.3264717820041252,1.529172370485662,442.06,488.24,1.98
C31,Customer,1.8821024436989335,0.794054928462522,506.06,557.42,3.58
C32,Customer,1.4253761620699275,1.6007194128289635,509.95,574.84,4.07
C33,Customer,1.4976833360436013,1.5381197410229046,496.77,580.67,3.99
C34,Customer,1.794647524914709,0.7854342174686255,597.82,679.85,2.18
C35,Customer,1.4106970095865958,1.6712797588646944,550.17,614.13,4.74
C36,Customer,1.470456005435,1.0779205656293183,615.25,663.26,2.29
C37,Customer,1.7837278938345202,0.6543641501273334,633.17,681.26,2.68
C38,Customer,0.6534097729912554,1.7390692945093946,600.31,668.61,1.78
C39,Customer,1.746459231635281,0.8352361844104643,680.28,733.19,1.38
C40,Customer,1.692072771592076,0.6930674516299873,692.56,740.04,3.36
C41,Customer,1.3213759452741554,1.4330365505210532,691.33,768.3,1.86
C42,Customer,2.0,1.1686827516641067,698.25,772.54,4.9
C43,Customer,1.0096039487989905,1.5742860505048586,676.25,733.03,1.31
C44,Customer,0.7728565235363536,1.5412989964654777,761.31,794.86,4.66
C45,Customer,0.7361289844370444,1.6590766989044823,730.97,817.98,3.55
C46,Customer,2.0,1.0064930521102293,805.18,850.29,2.42
C47,Customer,1.7887638856292456,0.9549268106858674,808.45,844.42,2.97
C48,Customer,1.2226224313916405,1.6003186754587109,842.88,930.78,4.55
C49,Customer,1.437406667614594,1.716832704201584,881.04,948.6,4.78
C50,Customer,1.7688136262804044,0.9852465085770068,888.06,959.36,3.29
C51,Customer,0.8962435456856255,1.7934114345457777,877.56,957.6,3.61
C52,Customer,0.702713446789528,1.741519652257144,919.14,1000.68,1.09
C53,Customer,1.575552567018744,0.7289022718167281,941.8,1010.17,4.51
C54,Customer,1.5740598285469773,0.9753509299904651,910.65,986.43,4.23
C55,Customer,1.3424656776136437,0.5558859791436291,946.58,997.37,4.72
H0,Hub,1.0618101782710436,1.9260714596148742,0.0,9999.0,0.0
H1,Hub,1.5979909127171077,1.397987726295555,0.0,9999.0,0.0
H2,Hub,0.7340279606636548,0.7339917805043039,0.0,9999.0,0.0
H3,Hub,0.5871254182522991,1.7992642186624028,0.0,9999.0,0.0
H4,Hub,1.4016725176148133,1.5621088666940683,0.0,9999.0,0.0
H5,Hub,0.5308767414437037,1.9548647782429915,0.0,9999.0,0.0
H6,Hub,1.7486639612006325,0.8185086660174142,0.0,9999.0,0.0
