NodeID,Type,X,Y,ReleaseTime,DueTime,Weight
C0,Customer,0.5978811826586786,1.6865632838676166,29.16,115.3,3.08
C1,Customer,1.7459908895684424,0.6183395738068389,5.7,58.64,3.2
C2,Customer,1.4557492752828456,1.4446373400222159,113.22,182.61,2.14
C3,Customer,0.7665756572427177,1.75651599009766,105.3,163.4,4.37
C4,Customer,1.6325762537334825,1.734694771497065,70.65,133.89,4.94
C5,Customer,1.3919693223251497,1.5628105935199719,161.12,196.72,4.86
C6,Customer,1.4151601955943778,1.3119702171126573,144.8,221.05,3.97
C7,Customer,1.5325339997995064,1.3287386861113701,172.63,229.09,1.64
C8,Customer,1.6656909031390212,1.3146573795015637,239.51,275.56,2.61
C9,Customer,0.8521325666300815,1.4198984079450114,223.98,291.56,1.75
C10,Customer,1.5555966129485417,1.7909621289983486,180.31,256.73,1.14
C11,Customer,1.6653988778234636,1.6595605346098834,280.7,356.83,4.37
C12,Customer,1.2857491700614547,1.5011704673450752,263.12,332.37,4.12
C13,Customer,1.2163268534133937,1.1478382376038447,341.74,371.93,3.48
C14,Customer,1.3896283708215107,2.0,338.54,372.5,3.32
C15,Customer,1.9123007153272795,1.7416732461186286,340.59,419.69,2.08
C16,Customer,1.3015314320250297,1.5771768766168652,401.72,477.23,4.93
C17,Customer,1.516312606996873,1.7613114923528697,382.41,419.87,3.94
C18,Customer,1.3834726251401097,1.4657501649125828,408.08,484.84,3.93
C19,Customer,1.5911379337334504,1.2836594320839196,389.77,430.64,3.74
C20,Customer,1.8700187978633618,0.9751431724801961,417.02,459.4,3.26
C21,Customer,1.3944446271508122,1.6542877983831648,451.08,499.31,4.76
C22,Customer,1.7065927894305613,1.4610109583142084,470.52,511.87,4.21
C23,Customer,1.277717397573113,1.489671168966983,424.84,499.24,2.99
C24,Customer,1.4071359311005067,1.4307831165655185,503.93,590.21,2.89
C25,Customer,1.677266039212318,1.3614676884339794,538.49,591.13,2.72
C26,Customer,1.4957265411303127,1.3505576641704353,542.02,575.84,4.63
C27,Customer,1.0151519479454116,1.67680907927221,560.84,645.73,1.09
C28,Customer,1.0319582490578612,1.6246171549172208,647.26,715.35,2.98
C29,Customer,1.7892000189334372,0.6593456954873054,611.47,662.11,2.23
C30,Customer,1.535376387730384,0.767164117675899,641.03,704.28,4.92
C31,Customer,1.0024135729407717,1.2431704285035319,647.5,710.98,3.45
C32,Customer,0.7526715628937909,1.9300581061832323,608.46,678.97,1.86
C33,Customer,1.1539724841353933,1.4931254344152802,692.73,726.52,3.05
C34,Customer,1.5705518724023906,0.7882236380194552,707.18,749.46,2.03
C35,Customer,1.0323867626912193,1.5463270105371856,691.16,733.66,4.51
C36,Customer,1.1165187930963185,1.7759735701418162,753.48,817.18,1.38
C37,Customer,0.64770756691621,1.3967728359793559,767.9,820.59,2.81
C38,Customer,0.7745737116696005,1.5245629598756598,731.74,773.13,1.38
C39,Customer,2.0,1.0160096131429297,827.87,882.03,4.66
C40,Customer,0.896946563458895,1.5307286690018254,827.6,876.92,4.43
C41,Customer,1.6330449335786918,0.7192703073516007,791.05,875.59,3.62
C42,Customer,1.212504983848629,1.4864934171491453,785.01,868.84,4.21
C43,Customer,0.784071721750857,1.7904743592499468,839.05,909.79,3.54
C44,Customer,1.777977363894479,0.64552604313714,845.58,877.37,4.29
C45,Customer,0.8586787911283806,1.6850070098321903,860.21,908.3,4.67
C46,Customer,0.855341808780997,1.8464281126970232,858.84,904.36,4.28
C47,Customer,1.3752085582477918,0.8323126026879979,846.78,882.09,3.88
C48,Customer,0.8498397085471313,1.7842946899751806,851.48,918.92,2.74
C49,Customer,0.7793953597205568,1.9450264696335748,958.75,1027.43,1.51
C50,Customer,1.9389348288656043,0.5757238723850431,904.18,944.85,4.42
C51,Customer,0.6981609519029073,1.8555062481629887,938.57,1010.92,3.05
C52,Customer,1.0057365221392784,1.4366502306355886,956.3,1039.44,4.06
C53,Customer,1.457582021612347,0.9668465331480323,954.43,1025.35,3.24
H0,Hub,1.0618101782710436,1.9260714596148742,0.0,9999.0,0.0
H1,Hub,1.5979909127171077,1.397987726295555,0.0,9999.0,0.0
H2,Hub,0.7340279606636548,0.7339917805043039,0.0,9999.0,0.0
H3,Hub,0.5871254182522991,1.7992642186624028,0.0,9999.0,0.0
H4,Hub,1.4016725176148133,1.5621088666940683,0.0,9999.0,0.0
H5,Hub,0.5308767414437037,1.9548647782429915,0.0,9999.0,0.0
H6,Hub,1.7486639612006325,0.8185086660174142,0.0,9999.0,0.0
