NodeID,Type,X,Y,ReleaseTime,DueTime,Weight
C0,Customer,1.0288743070949367,1.8715729317576932,14.29,67.34,3.14
C1,Customer,0.5,1.5314529807026154,6.0,39.26,4.83
C2,Customer,1.5648332704976884,1.4739713891264632,117.04,182.02,3.53
C3,Customer,1.2987965237000596,1.2571622774424536,100.35,176.25,4.17
C4,Customer,1.4975506454306171,1.3205491257028337,63.45,126.97,2.77
C5,Customer,0.6349005606414977,1.6357228316694012,68.58,145.03,3.47
C6,Customer,0.5121076806732539,1.6233024947610477,143.8,228.2,1.59
C7,Customer,1.5891013802562768,1.2076486687928556,171.79,255.49,1.95
C8,Customer,1.5671545113391154,1.0720222732496343,185.01,262.42,3.23
C9,Customer,1.4395351515847383,1.4990874342019407,208.12,241.55,1.48
C10,Customer,1.754227645196183,1.654172620292808,215.0,303.69,2.5
C11,Customer,1.4313597526737665,1.5915352908857678,237.79,268.53,4.88
C12,Customer,1.466385842158894,1.5570350649299307,281.72,316.33,1.66
C13,Customer,1.3205527337277387,1.8051659914501663,284.23,370.06,4.83
C14,Customer,1.2379605866435346,1.5383403429289697,316.64,358.12,2.85
C15,Customer,1.3481734676892603,1.5300787572952415,358.46,448.62,3.79
C16,Customer,1.69008476763721,1.3846192688675194,341.08,381.0,4.64
C17,Customer,0.5359533585958716,2.0,355.96,438.79,1.18
C18,Customer,1.7358880241442574,1.406164869579059,359.24,398.41,3.38
C19,Customer,1.5517333824020434,1.7465028423472502,363.81,396.06,1.54
C20,Customer,1.5437366184552281,1.4031248616061394,392.06,467.81,4.65
C21,Customer,1.684830476617107,1.6625712928476197,382.67,427.38,1.82
C22,Customer,1.3255792469192882,1.365795217769861,412.69,488.87,1.19
C23,Customer,1.5484667372166225,1.9094797842260476,466.34,528.07,4.41
C24,Customer,1.7053159693104156,1.5332176265016302,444.21,482.38,1.12
C25,Customer,1.7978090347768958,1.6755650336960226,432.78,471.1,1.06
C26,Customer,1.1538253792468864,1.7888677583963621,446.25,531.4,2.39
C27,Customer,1.447351657485608,1.6069618580162535,511.42,583.97,4.19
C28,Customer,1.5921474135127838,1.61722112094468,483.97,516.77,3.48
C29,Customer,1.5751176135983291,1.2256821240553752,500.49,563.27,2.84
C30,Customer,1.5733196492193697,1.3120240427345289,550.91,602.0,4.59
C31,Customer,1.3028547907328911,1.6008093031035688,551.54,584.03,1.68
C32,Customer,1.4785939280090885,1.2929515355161252,552.38,604.6,3.01
C33,Customer,1.3600548984014829,1.5427959821468444,592.41,678.59,1.24
C34,Customer,1.622833340008685,1.651501542009461,551.07,593.84,2.48
C35,Customer,0.8384180761265299,2.0,643.23,677.03,1.59
C36,Customer,0.9733698126684287,1.7942073662836042,644.98,676.84,4.47
C37,Customer,0.6257506237770142,1.6546501145403547,644.24,685.36,3.26
C38,Customer,0.6453550059094354,1.6298421509654262,713.43,779.64,3.72
C39,Customer,1.5252051761029806,0.7993408159345293,692.23,758.02,3.98
C40,Customer,1.3953847522239293,0.5728269004985507,773.98,841.04,1.98
C41,Customer,0.8993156317929599,1.661149722353193,720.45,764.2,2.46
C42,Customer,0.6815212151522262,1.5272018460640369,790.4,875.11,1.32
C43,Customer,0.8540913651559678,1.6899523781101726,786.72,840.99,4.88
C44,Customer,1.5846457338863333,0.9510782451651513,790.25,861.04,4.72
C45,Customer,1.3661189437757255,0.9086720384759871,826.17,867.58,2.29
C46,Customer,0.5,1.7096169893322763,786.89,854.14,2.15
C47,Customer,0.760407406259737,1.795365618864822,875.63,928.16,2.82
C48,Customer,0.5199568897972928,1.745932492846628,881.07,916.43,1.56
C49,Customer,1.555332183509753,1.2867696156804833,924.71,975.99,4.72
C50,Customer,1.7339458568780748,0.8178787838291299,910.87,944.93,3.96
H0,Hub,1.0618101782710436,1.9260714596148742,0.0,9999.0,0.0
H1,Hub,1.5979909127171077,1.397987726295555,0.0,9999.0,0.0
H2,Hub,0.7340279606636548,0.7339917805043039,0.0,9999.0,0.0
H3,Hub,0.5871254182522991,1.7992642186624028,0.0,9999.0,0.0
H4,Hub,1.4016725176148133,1.5621088666940683,0.0,9999.0,0.0
H5,Hub,0.5308767414437037,1.9548647782429915,0.0,9999.0,0.0
H6,Hub,1.7486639612006325,0.8185086660174142,0.0,9999.0,0.0
