NodeID,Type,X,Y,ReleaseTime,DueTime,Weight
C0,Customer,1.3814797831312782,0.6484900577521437,9.14,55.38,1.09
C1,Customer,1.7344242744670886,1.0405254602095328,13.16,45.21,1.86
C2,Customer,0.6596584803750251,1.8167176939946543,43.19,126.07,2.82
C3,Customer,2.0,0.9636374272211814,31.58,89.83,1.94
C4,Customer,0.9047542219665788,1.3523639055326913,7.2,93.12,3.88
C5,Customer,1.3610573737821883,1.4181435123773791,97.77,131.09,3.99
C6,Customer,1.5000414129836395,1.498139935772277,62.81,109.66,3.83
C7,Customer,1.6650196529335268,1.3265739568578199,78.98,115.19,2.44
C8,Customer,1.4047558252910681,1.6748778361425456,107.34,191.74,2.74
C9,Customer,1.778092969985778,0.7793556494135008,65.36,137.27,2.98
C10,Customer,1.7923024810031618,0.9806961417081362,128.35,173.86,4.5
C11,Customer,1.3683453113597364,1.4212485367053576,160.57,248.15,2.08
C12,Customer,1.4123780351512811,1.527955393953247,201.6,289.97,3.0
C13,Customer,1.2117035876780444,1.458109486870185,202.12,254.68,1.21
C14,Customer,1.7470243643897057,1.435981603811122,231.02,273.95,3.63
C15,Customer,1.445396047854796,1.573025082396602,220.67,287.74,2.18
C16,Customer,1.754918375058703,1.6620124608105382,198.94,268.27,2.58
C17,Customer,1.3383612829899156,1.5308634253272562,242.58,313.26,4.29
C18,Customer,1.3148361633704841,1.5202713423093104,281.28,326.04,4.64
C19,Customer,0.8352974620725251,1.7164659773434174,241.89,316.79,2.32
C20,Customer,1.8828043918436408,0.6103110254487729,292.66,325.2,2.59
C21,Customer,1.1607641864608824,1.4342930183074536,253.19,291.21,4.43
C22,Customer,1.634572247193364,1.6183628267482757,307.21,353.41,1.07
C23,Customer,1.5203712590523972,1.8098040302990375,320.89,373.56,1.01
C24,Customer,1.5329521682473033,1.5101775403712037,350.82,382.26,4.59
C25,Customer,1.3131296782842978,1.3667522551483544,369.14,454.01,3.84
C26,Customer,1.5760131625190208,1.281475516786244,363.58,434.55,3.33
C27,Customer,1.8074181666122286,0.8103252753422416,424.54,476.84,1.9
C28,Customer,1.5677629201621475,1.3011639815196425,466.88,532.16,1.59
C29,Customer,0.540374622989074,2.0,460.45,506.3,2.38
C30,Customer,1.6474042392438644,0.5,473.41,546.58,1.25
C31,Customer,1.282183976770439,1.4688357051341794,477.48,539.79,1.97
C32,Customer,1.7215390011293565,0.8823572582091734,535.72,612.13,3.19
C33,Customer,1.9577894979426413,1.188647330824255,531.84,591.2,4.59
C34,Customer,0.7141511159402677,1.8177106539541439,597.64,639.65,4.81
C35,Customer,1.3803751296232505,0.8924345332163887,566.22,632.43,1.29
C36,Customer,1.5851774412386073,1.5038295554831504,585.44,625.3,2.91
C37,Customer,1.6439515884296363,1.2413454084257673,580.0,619.92,3.26
C38,Customer,1.437388393895369,1.4998582810846708,540.54,592.32,4.7
C39,Customer,1.7120643829065945,0.5353457953789791,648.5,693.98,1.98
C40,Customer,1.4991755579200199,1.4073188083146622,628.89,697.66,1.36
C41,Customer,1.4830874001712384,1.3655443455624803,616.53,684.48,4.97
C42,Customer,1.97574194925267,0.5510337523563686,674.42,716.11,4.67
C43,Customer,0.5,1.7065151154817124,662.34,694.53,1.7
C44,Customer,1.6270901706929952,0.5076887645498369,763.15,827.51,2.71
C45,Customer,0.7636449448234134,1.7346682847427108,745.81,830.94,4.38
C46,Customer,0.9323991134126611,1.8077955951402196,773.33,836.55,1.82
C47,Customer,0.9773774780194602,1.6158476412637892,792.42,826.77,1.28
C48,Customer,1.179157228674573,0.8397896293592989,828.65,909.64,2.33
C49,Customer,1.8360432210900899,1.038501502495595,789.1,872.52,3.16
C50,Customer,0.6991640337984657,1.6836954653796707,787.67,864.37,1.0
C51,Customer,0.6648583841676776,1.706830483497605,838.38,882.18,2.22
C52,Customer,0.6812409355487351,1.506848516878748,883.9,952.98,2.66
C53,Customer,1.8707449344514555,0.8472651805455551,889.08,934.5,2.09
C54,Customer,1.0919463750075882,1.3559794898104363,939.66,974.45,3.18
C55,Customer,1.7960609306026596,0.6861232599703746,935.03,1023.11,1.17
H0,Hub,1.0618101782710436,1.9260714596148742,0.0,9999.0,0.0
H1,Hub,1.5979909127171077,1.397987726295555,0.0,9999.0,0.0
H2,Hub,0.7340279606636548,0.7339917805043039,0.0,9999.0,0.0
H3,Hub,0.5871254182522991,1.7992642186624028,0.0,9999.0,0.0
H4,Hub,1.4016725176148133,1.5621088666940683,0.0,9999.0,0.0
H5,Hub,0.5308767414437037,1.9548647782429915,0.0,9999.0,0.0
H6,Hub,1.7486639612006325,0.8185086660174142,0.0,9999.0,0.0
