NodeID,Type,X,Y,ReleaseTime,DueTime,Weight
C0,Customer,1.6030545705973531,1.7388363925102137,12.98,74.59,3.39
C1,Customer,0.8217337662134702,1.3582464721640841,29.47,120.25,4.59
C2,Customer,1.0756549572671448,1.8367171490402165,2.09,86.68,4.44
C3,Customer,1.5774422619031228,0.7224596880128032,113.32,201.62,4.45
C4,Customer,1.8317088545345661,1.20204090775327,65.22,120.13,2.49
C5,Customer,0.7933746054252406,2.0,64.86,108.29,3.73
C6,Customer,1.4967154207854496,1.7376786546896168,88.84,154.97,4.3
C7,Customer,1.9207427738781195,0.8265132135929573,164.03,225.83,4.47
C8,Customer,0.7467524935677085,1.6462727883225394,140.04,184.6,4.72
C9,Customer,0.61434610971671,1.8188737617846338,172.9,261.54,2.86
C10,Customer,1.7459255860327305,0.7695057289789808,120.07,183.99,4.03
C11,Customer,0.9305069387518958,1.3214908029392072,126.95,179.93,1.04
C12,Customer,1.7533161093389873,0.7197240485335548,212.48,301.22,2.37
C13,Customer,1.7351091659781015,0.8817024696754853,184.07,232.43,3.83
C14,Customer,1.5609156740220047,0.7916859804914951,244.48,326.48,4.96
C15,Customer,2.0,0.6520251447073225,275.66,329.06,1.26
C16,Customer,1.927320954340912,0.708606535284515,255.15,285.21,1.64
C17,Customer,1.4103972199167512,0.5,309.82,388.3,3.77
C18,Customer,0.8487601427542398,1.5871842738526543,339.27,385.94,4.8
C19,Customer,0.9300402355917322,1.6801648272441234,325.18,394.13,2.59
C20,Customer,0.5766828391492307,1.4657313980538056,403.47,478.96,1.8
C21,Customer,1.8004844258380823,1.144166059423907,388.29,451.43,1.64
C22,Customer,1.841543108249924,0.9445080160580155,470.69,547.11,3.5
C23,Customer,1.0498403534975067,1.7982809134038995,448.89,486.05,1.5
C24,Customer,0.5026458434599328,1.7632852146098168,489.65,559.39,2.3
C25,Customer,1.7592917867997118,0.7918284132807983,488.97,547.32,3.72
C26,Customer,1.043031001774351,1.8484169177047596,537.16,622.54,3.9
C27,Customer,1.6353287575427582,0.8095207103628703,508.94,551.77,2.38
C28,Customer,1.9046282409374453,0.8183171477387526,484.95,565.25,2.43
C29,Customer,1.1595373053699045,1.828168572253402,588.04,630.24,1.67
C30,Customer,1.0798710873172004,1.8849267365825537,541.9,629.0,1.21
C31,Customer,0.9396446627227181,1.7786970770843498,582.85,661.75,2.36
C32,Customer,1.9634788131268652,0.8395199209384799,567.14,636.4,3.11
C33,Customer,0.9300563149919406,2.0,639.02,698.25,3.46
C34,Customer,1.1343040470810821,1.6591938838037879,652.31,708.76,1.17
C35,Customer,0.901198221991907,1.3005177313080987,629.6,664.57,2.61
C36,Customer,1.7182092204329336,1.4778533141838608,703.63,778.94,2.7
C37,Customer,0.5,2.0,703.52,763.2,4.49
C38,Customer,1.5223578489105503,0.5273920682897757,743.03,801.45,4.34
C39,Customer,0.7047398718062344,1.9776625402867616,756.11,824.7,2.49
C40,Customer,0.6592605015934788,1.6715922946451225,746.23,782.17,2.62
C41,Customer,1.0297531400744209,1.3520572442443801,789.81,843.67,4.88
C42,Customer,0.5410637048558189,1.9321653574757038,826.41,864.39,4.88
C43,Customer,0.8153643782120511,1.443401555162286,800.22,880.78,2.72
C44,Customer,1.4406996465038342,0.5,876.33,928.09,3.13
C45,Customer,1.6064574455718286,1.1582287573725254,891.85,955.9,3.16
C46,Customer,1.2525316709105907,1.625849794378717,850.8,886.2,1.41
C47,Customer,1.5237785700947077,1.1231917006677488,868.79,940.64,1.07
C48,Customer,0.8135507145524326,1.7800228949296433,855.25,917.08,2.37
C49,Customer,0.6123064179588303,1.8288536319018602,940.41,1029.57,1.38
C50,Customer,1.9146174690820625,0.7672078240796157,910.63,982.88,4.35
C51,Customer,1.6938224728856839,1.200681453436421,937.07,1020.07,3.28
H0,Hub,1.0618101782710436,1.9260714596148742,0.0,9999.0,0.0
H1,Hub,1.5979909127171077,1.397987726295555,0.0,9999.0,0.0
H2,Hub,0.7340279606636548,0.7339917805043039,0.0,9999.0,0.0
H3,Hub,0.5871254182522991,1.7992642186624028,0.0,9999.0,0.0
H4,Hub,1.4016725176148133,1.5621088666940683,0.0,9999.0,0.0
H5,Hub,0.5308767414437037,1.9548647782429915,0.0,9999.0,0.0
H6,Hub,1.7486639612006325,0.8185086660174142,0.0,9999.0,0.0
