NodeID,Type,X,Y,ReleaseTime,DueTime,Weight
C0,Customer,0.9236057421967241,1.7282073311645128,49.61,120.3,3.31
C1,Customer,0.868485553044255,1.4776749344522546,19.09,101.94,4.97
C2,Customer,1.6476067127362894,0.6984640435068676,6.55,76.23,4.06
C3,Customer,1.8802949259895572,0.7722274825610657,52.67,102.02,4.48
C4,Customer,0.9959185901681732,1.4330392323562045,19.7,88.15,3.44
C5,Customer,1.3017215301087386,1.069321977279257,74.25,127.02,1.91
C6,Customer,1.828403032027274,1.7019634178685268,97.17,155.44,2.52
C7,Customer,0.5,2.0,61.54,112.35,2.52
C8,Customer,1.7045140864019281,1.9879504812678546,96.47,173.13,4.25
C9,Customer,1.763752923145439,1.5173718326323606,145.85,230.55,1.29
C10,Customer,1.4626605764624132,1.1061464785075992,131.83,191.06,1.78
C11,Customer,1.5923393836248425,1.9694094966745461,160.21,246.91,3.13
C12,Customer,1.8029035125179163,1.6546166378355054,196.36,251.58,1.49
C13,Customer,1.3061600779372469,1.6102074604485075,211.51,284.76,1.43
C14,Customer,1.7794829406120745,1.4849711666379966,213.01,245.66,3.53
C15,Customer,1.9412306791341183,0.8767943105093725,233.05,276.97,1.85
C16,Customer,1.729883945652743,1.4398191961277282,234.0,285.56,1.95
C17,Customer,1.6385398651988425,1.591508527239616,280.29,359.67,4.07
C18,Customer,1.2715746913407653,1.4499362576534012,254.11,337.14,2.89
C19,Customer,1.5087622943958219,1.4705995996743022,336.43,399.77,1.93
C20,Customer,1.482343590329749,2.0,359.27,397.59,3.78
C21,Customer,1.8417092739533774,1.417495069496571,360.95,411.76,4.27
C22,Customer,1.6362592348840943,1.4453071507090351,406.36,452.52,3.58
C23,Customer,1.1625501153093858,1.2493750423597896,380.61,448.26,2.77
C24,Customer,0.6958172361326631,1.741085719254294,398.41,444.95,3.37
C25,Customer,1.2654793486277367,1.2533063797439787,460.17,550.81,3.65
C26,Customer,1.4479002876122555,1.845366768443752,423.61,487.91,4.83
C27,Customer,1.3018615222724592,1.6258827169773575,452.15,488.05,2.8
C28,Customer,1.7628018949287798,1.2570913020547185,467.73,554.28,1.94
C29,Customer,1.5493403551322884,0.9578631223709201,520.29,555.96,2.03
C30,Customer,1.5596104420214352,1.700385509791039,510.41,550.13,1.25
C31,Customer,1.363593123360137,1.2651020235013724,502.85,553.98,1.96
C32,Customer,1.3898545951822725,1.6626388813705795,536.54,619.82,1.65
C33,Customer,1.8379380826717449,1.8786072827823321,503.46,564.03,2.59
C34,Customer,0.9838152965975537,1.6419450911622697,592.08,671.24,4.16
C35,Customer,1.4650080486609183,1.3488509681014311,550.41,622.8,2.38
C36,Customer,1.9171791131663156,0.8949396465759906,547.95,630.53,4.69
C37,Customer,0.8573834857344647,1.6768755770085089,649.51,720.16,1.49
C38,Customer,0.5,1.7072220350660257,604.8,682.18,1.49
C39,Customer,1.8451533646326066,0.7082086228350853,600.02,631.1,3.41
C40,Customer,0.6622666490074114,1.687468608759511,719.69,753.22,3.78
C41,Customer,1.5872701945147314,0.7178137687401632,667.28,715.78,1.4
C42,Customer,1.7031373427591203,0.6542536637251194,719.8,799.45,3.46
C43,Customer,0.8999053970190818,2.0,685.57,723.54,4.55
C44,Customer,1.7760717060767832,0.5,748.9,789.69,2.55
C45,Customer,1.5865615162374642,0.7221164245013925,745.11,823.33,3.33
C46,Customer,1.791507469229646,0.561280617935801,739.41,820.3,3.52
C47,Customer,1.696938030165401,0.9158582999202177,786.58,850.01,2.82
C48,Customer,1.6945390920980137,0.6133464081853608,789.0,838.81,3.95
C49,Customer,1.902380662365349,0.8642104666664329,863.54,951.87,1.53
C50,Customer,0.8930090922030365,1.7333305657127027,888.53,923.19,2.12
C51,Customer,1.8617858400942595,0.6579094900330097,889.51,949.73,2.55
C52,Customer,0.8732914332595945,1.6486091019293,867.04,950.87,1.42
C53,Customer,1.5791321856873375,0.7848365208363574,842.28,917.8,3.64
C54,Customer,1.3395014533576706,1.7597622649694105,917.79,969.12,4.1
C55,Customer,1.6097180684798722,0.7127893024700241,905.9,976.18,4.06
C56,Customer,0.9214262201567237,1.962231777263621,922.92,965.46,1.49
C57,Customer,1.82833748743093,1.0449254174452665,931.82,964.38,4.87
H0,Hub,1.0618101782710436,1.9260714596148742,0.0,9999.0,0.0
H1,Hub,1.5979909127171077,1.397987726295555,0.0,9999.0,0.0
H2,Hub,0.7340279606636548,0.7339917805043039,0.0,9999.0,0.0
H3,Hub,0.5871254182522991,1.7992642186624028,0.0,9999.0,0.0
H4,Hub,1.4016725176148133,1.5621088666940683,0.0,9999.0,0.0
H5,Hub,0.5308767414437037,1.9548647782429915,0.0,9999.0,0.0
H6,Hub,1.7486639612006325,0.8185086660174142,0.0,9999.0,0.0
